X:Vel_RX-SWINGARM000-fuzajiaolian(rad/s),Y:Vel_RX-SWINGARM000-fuzajiaolian(rad/s)
0.195500000,0.746606608
0.196000000,0.745593067
0.196500000,0.744844333
0.197000000,0.744678809
0.197500000,0.744029319
0.198000000,0.740038477
0.198500000,0.737710514
0.199000000,0.733939520
0.199500000,0.733532321
0.200000000,0.733427913
0.200500000,0.733427501
0.201000000,0.730471435
0.201500000,0.727452041
0.202000000,0.724261668
0.202500000,0.722972941
0.203000000,0.722107180
0.203500000,0.722074839
0.204000000,0.721640105
0.204500000,0.719110975
0.205000000,0.718285732
0.205500000,0.718285732
0.206000000,0.718285732
0.206500000,0.717314264
0.207000000,0.712920452
0.207500000,0.711237514
0.208000000,0.711046085
0.208500000,0.710738807
0.209000000,0.710378242
0.209500000,0.710378242
0.210000000,0.710378242
0.210500000,0.710241930
0.211000000,0.710203101
0.211500000,0.710203101
0.212000000,0.710203101
0.212500000,0.710203101
0.213000000,0.710203101
0.213500000,0.710203101
0.214000000,0.710203101
0.214500000,0.710203101
0.215000000,0.710203101
0.215500000,0.710203101
0.216000000,0.710203101
0.216500000,0.710203101
0.217000000,0.710203101
0.217500000,0.710203101
0.218000000,0.710203101
0.218500000,0.710203101
0.219000000,0.710203101
0.219500000,0.710203101
0.220000000,0.710203101
0.220500000,0.710203101
0.221000000,0.710203101
0.221500000,0.710203101
0.222000000,0.710203101
0.222500000,0.710203101
0.223000000,0.710203101
0.223500000,0.710203101
0.224000000,0.710203101
0.224500000,0.710203101
0.225000000,0.710203101
0.225500000,0.710203101
0.226000000,0.710203101
0.226500000,0.710203101
0.227000000,0.710203101
0.227500000,0.710203101
0.228000000,0.710203101
0.228500000,0.710203101
0.229000000,0.710203101
0.229500000,0.710203101
0.230000000,0.710203101
0.230500000,0.710203101
0.231000000,0.710203101
0.231500000,0.710203101
0.232000000,0.710203101
0.232500000,0.710203101
0.233000000,0.710203101
0.233500000,0.710203101
0.234000000,0.710203101
0.234500000,0.710203101
0.235000000,0.710203101
0.235500000,0.710203101
0.236000000,0.710203101
0.236500000,0.710203101
0.237000000,0.710203101
0.237500000,0.710203101
0.238000000,0.710203101
0.238500000,0.710203101
0.239000000,0.710203101
0.239500000,0.710203101
0.240000000,0.710203101
0.240500000,0.710203101
0.241000000,0.710203101
0.241500000,0.710203101
0.242000000,0.710203101
0.242500000,0.710203101
0.243000000,0.710203101
0.243500000,0.710203101
0.244000000,0.710203101
0.244500000,0.710203101
0.245000000,0.710203101
0.245500000,0.710203101
0.246000000,0.710203101
0.246500000,0.710203101
0.247000000,0.710203101
0.247500000,0.710203101
0.248000000,0.710203101
0.248500000,0.710203101
0.249000000,0.710203101
0.249500000,0.710203101
0.250000000,0.710203101
0.250500000,0.710203101
0.251000000,0.710203101
0.251500000,0.710203101
0.252000000,0.710203101
0.252500000,0.710203101
0.253000000,0.710203101
0.253500000,0.710203101
0.254000000,0.710203101
0.254500000,0.710203101
0.255000000,0.710203101
0.255500000,0.710203101
0.256000000,0.710203101
0.256500000,0.710203101
0.257000000,0.710203101
0.257500000,0.710203101
0.258000000,0.710203101
0.258500000,0.710203101
0.259000000,0.710203101
0.259500000,0.710203101
0.260000000,0.710203101
0.260500000,0.710203101
0.261000000,0.710203101
0.261500000,0.710203101
0.262000000,0.710203101
0.262500000,0.710203101
0.263000000,0.710203101
0.263500000,0.710203101
0.264000000,0.710203101
0.264500000,0.710203101
0.265000000,0.710203101
0.265500000,0.710203101
0.266000000,0.710203101
0.266500000,0.710203101
0.267000000,0.710203101
0.267500000,0.710203101
0.268000000,0.710203101
0.268500000,0.710203101
0.269000000,0.710203101
0.269500000,0.710203101
0.270000000,0.710203101
0.270500000,0.710203101
0.271000000,0.710203101
0.271500000,0.710203101
0.272000000,0.710203101
0.272500000,0.710203101
0.273000000,0.710203101
0.273500000,0.710203101
0.274000000,0.710203101
0.274500000,0.710203101
0.275000000,0.710203101
0.275500000,0.710203101
0.276000000,0.710203101
0.276500000,0.710203101
0.277000000,0.710203101
0.277500000,0.710203101
0.278000000,0.710203101
0.278500000,0.710203101
0.279000000,0.710203101
0.279500000,0.710203101
0.280000000,0.710203101
0.280500000,0.710203101
0.281000000,0.710203101
0.281500000,0.710203101
0.282000000,0.710203101
0.282500000,0.710203101
0.283000000,0.710203101
0.283500000,0.710203101
0.284000000,0.710203101
0.284500000,0.710203101
0.285000000,0.710203101
0.285500000,0.710203101
0.286000000,0.710203101
0.286500000,0.710203101
0.287000000,0.710203101
0.287500000,0.710203101
0.288000000,0.710203101
0.288500000,0.710203101
0.289000000,0.710203101
0.289500000,0.710203101
0.290000000,0.710603578
0.290500000,0.711906277
0.291000000,0.713576470
0.291500000,0.714944920
0.292000000,0.715423560
0.292500000,0.715558963
0.293000000,0.715606526
0.293500000,0.715626447
0.294000000,0.715772937
0.294500000,0.716111842
0.295000000,0.717249573
0.295500000,0.718485787
0.296000000,0.719586331
0.296500000,0.720655360
0.297000000,0.722308607
0.297500000,0.724284051
0.298000000,0.726207705
0.298500000,0.729137036
0.299000000,0.730930292
0.299500000,0.733994477
0.300000000,0.738500881
0.300500000,0.742028820
0.301000000,0.745655542
0.301500000,0.749379894
0.302000000,0.754877859
0.302500000,0.759295296
0.303000000,0.763306602
0.303500000,0.769012662
0.304000000,0.773627683
0.304500000,0.780789483
0.305000000,0.786755072
0.305500000,0.792184835
0.306000000,0.796976089
0.306500000,0.804414947
0.307000000,0.811912455
0.307500000,0.818742249
0.308000000,0.825428819
0.308500000,0.831709633
0.309000000,0.837751824
0.309500000,0.844312483
0.310000000,0.853797505
0.310500000,0.862843738
0.311000000,0.870765919
0.311500000,0.879127631
0.312000000,0.888211112
0.312500000,0.899441432
0.313000000,0.910470369
0.313500000,0.920027816
0.314000000,0.927164516
0.314500000,0.936212155
0.315000000,0.945334387
0.315500000,0.952845398
0.316000000,0.960168783
0.316500000,0.963296250
0.317000000,0.967834621
0.317500000,0.974344922
0.318000000,0.982234459
0.318500000,0.989372078
0.319000000,0.996175624
0.319500000,1.003084730
0.320000000,1.010210148
0.320500000,1.018598346
0.321000000,1.027187511
0.321500000,1.035290840
0.322000000,1.041899877
0.322500000,1.045466017
0.323000000,1.051377252
0.323500000,1.058787006
0.324000000,1.065098426
0.324500000,1.071160998
0.325000000,1.077499608
0.325500000,1.082957310
0.326000000,1.089496804
0.326500000,1.092927393
0.327000000,1.095892181
0.327500000,1.097119790
0.328000000,1.098525251
0.328500000,1.100800594
0.329000000,1.103570840
0.329500000,1.104115888
0.330000000,1.104856907
0.330500000,1.106756285
0.331000000,1.109476991
0.331500000,1.112226687
0.332000000,1.117263645
0.332500000,1.122163584
0.333000000,1.123493628
0.333500000,1.126713279
0.334000000,1.130236962
0.334500000,1.132614513
0.335000000,1.134177970
0.335500000,1.135967562
0.336000000,1.136848877
0.336500000,1.137446748
0.337000000,1.138234654
0.337500000,1.139111080
0.338000000,1.140110769
0.338500000,1.141563284
0.339000000,1.142039268
0.339500000,1.142231034
0.340000000,1.142410631
0.340500000,1.142422804
0.341000000,1.142616142
0.341500000,1.142682338
0.342000000,1.142695637
0.342500000,1.142695637
0.343000000,1.142695653
0.343500000,1.142695653
0.344000000,1.142699596
0.344500000,1.142704672
0.345000000,1.142704672
0.345500000,1.142725529
0.346000000,1.142725644
0.346500000,1.142725644
0.347000000,1.142725644
0.347500000,1.142725644
0.348000000,1.142725644
0.348500000,1.142725644
0.349000000,1.142725644
0.349500000,1.142725644
0.350000000,1.142725644
0.350500000,1.142725644
0.351000000,1.142725644
0.351500000,1.142725644
0.352000000,1.142725644
0.352500000,1.142725644
0.353000000,1.142725644
0.353500000,1.142725644
0.354000000,1.142725644
0.354500000,1.142725644
0.355000000,1.142725644
0.355500000,1.142725644
0.356000000,1.142725644
0.356500000,1.142725644
0.357000000,1.142725644
0.357500000,1.142725644
0.358000000,1.142725644
0.358500000,1.142725644
0.359000000,1.142725644
0.359500000,1.142725644
0.360000000,1.142725644
0.360500000,1.142725644
0.361000000,1.142725644
0.361500000,1.142725644
0.362000000,1.142725644
0.362500000,1.142725644
0.363000000,1.142725644
0.363500000,1.142725644
0.364000000,1.142725644
0.364500000,1.142725644
0.365000000,1.142725644
0.365500000,1.142725644
0.366000000,1.142725644
0.366500000,1.142725644
0.367000000,1.142725644
0.367500000,1.142725644
0.368000000,1.142725644
0.368500000,1.142725644
0.369000000,1.142725644
0.369500000,1.142725644
0.370000000,1.142725644
0.370500000,1.142725644
0.371000000,1.142725644
0.371500000,1.142725644
0.372000000,1.142725644
0.372500000,1.142725644
0.373000000,1.142725644
0.373500000,1.142725644
0.374000000,1.142725644
0.374500000,1.142725644
0.375000000,1.142725644
0.375500000,1.142725644
0.376000000,1.142725644
0.376500000,1.142725644
0.377000000,1.142725644
0.377500000,1.142725644
0.378000000,1.142725644
0.378500000,1.142725644
0.379000000,1.142725644
0.379500000,1.142725644
0.380000000,1.142725644
0.380500000,1.142725644
0.381000000,1.142725644
0.381500000,1.142725644
0.382000000,1.142725644
0.382500000,1.142725644
0.383000000,1.142725644
0.383500000,1.142725644
0.384000000,1.142725644
0.384500000,1.142725644
0.385000000,1.142725644
0.385500000,1.142725644
0.386000000,1.142725644
0.386500000,1.142725644
0.387000000,1.142725644
0.387500000,1.142725644
0.388000000,1.142725644
0.388500000,1.142725644
0.389000000,1.142725644
0.389500000,1.142725644
0.390000000,1.142725644
0.390500000,1.142725644
0.391000000,1.142725644
0.391500000,1.142725644
0.392000000,1.142725644
0.392500000,1.142725644
0.393000000,1.142725644
0.393500000,1.142725644
0.394000000,1.142725644
0.394500000,1.142725644
0.395000000,1.142725644
0.395500000,1.142725644
0.396000000,1.142725644
0.396500000,1.142725644
0.397000000,1.142725644
0.397500000,1.142725644
0.398000000,1.142725644
0.398500000,1.142725644
0.399000000,1.142725644
0.399500000,1.142725644
0.400000000,1.142725644
0.400500000,1.142725644
0.401000000,1.142725644
0.401500000,1.142725644
0.402000000,1.142725644
0.402500000,1.142725644
0.403000000,1.142725644
0.403500000,1.142725644
0.404000000,1.142725644
0.404500000,1.142725644
0.405000000,1.142725644
0.405500000,1.142725644
0.406000000,1.142725644
0.406500000,1.142725644
0.407000000,1.142725644
0.407500000,1.142725644
0.408000000,1.142725644
0.408500000,1.142725644
0.409000000,1.142725644
0.409500000,1.142725644
0.410000000,1.142725644
0.410500000,1.142725644
0.411000000,1.142725644
0.411500000,1.142725644
0.412000000,1.142725644
0.412500000,1.142725644
0.413000000,1.142725644
0.413500000,1.142725644
0.414000000,1.142725644
0.414500000,1.142725644
0.415000000,1.142725644
0.415500000,1.142725644
0.416000000,1.142725644
0.416500000,1.142725644
0.417000000,1.142725644
0.417500000,1.142725644
0.418000000,1.142725644
0.418500000,1.142725644
0.419000000,1.142725644
0.419500000,1.142725644
0.420000000,1.142725644
0.420500000,1.142725644
0.421000000,1.142725644
0.421500000,1.142725644
0.422000000,1.142725644
0.422500000,1.142725644
0.423000000,1.142725644
0.423500000,1.142725644
0.424000000,1.142725644
0.424500000,1.142725644
0.425000000,1.142725644
0.425500000,1.142725644
0.426000000,1.142725644
0.426500000,1.142725644
0.427000000,1.142725644
0.427500000,1.142725644
0.428000000,1.142725644
0.428500000,1.142725644
0.429000000,1.142725644
0.429500000,1.142725644
0.430000000,1.142725644
0.430500000,1.142725644
0.431000000,1.142725644
0.431500000,1.142725644
0.432000000,1.142725644
0.432500000,1.142725644
0.433000000,1.142725644
0.433500000,1.142725644
0.434000000,1.142725644
0.434500000,1.142725644
0.435000000,1.142725644
0.435500000,1.142725644
0.436000000,1.142725644
0.436500000,1.142725644
0.437000000,1.142725644
0.437500000,1.142725644
0.438000000,1.142725644
0.438500000,1.142725644
0.439000000,1.142725644
0.439500000,1.142725644
0.440000000,1.142725644
0.440500000,1.142725644
0.441000000,1.142725644
0.441500000,1.142725644
0.442000000,1.142725644
0.442500000,1.142725644
0.443000000,1.142725644
0.443500000,1.142725644
0.444000000,1.142725644
0.444500000,1.142725644
0.445000000,1.142725644
0.445500000,1.142725644
0.446000000,1.142725644
0.446500000,1.142725644
0.447000000,1.142725644
0.447500000,1.142725644
0.448000000,1.142725644
0.448500000,1.142725644
0.449000000,1.142725644
0.449500000,1.142725644
0.450000000,1.142725644
0.450500000,1.142725644
0.451000000,1.142725644
0.451500000,1.142725644
0.452000000,1.142725644
0.452500000,1.142725644
0.453000000,1.142725644
0.453500000,1.142725644
0.454000000,1.142725644
0.454500000,1.142725644
0.455000000,1.142725644
0.455500000,1.142725644
0.456000000,1.142725644
0.456500000,1.142725644
0.457000000,1.142725644
0.457500000,1.142725644
0.458000000,1.142725644
0.458500000,1.142725644
0.459000000,1.142725644
0.459500000,1.142725644
0.460000000,1.142725644
0.460500000,1.142725644
0.461000000,1.142725644
0.461500000,1.142725644
0.462000000,1.142725644
0.462500000,1.142725644
0.463000000,1.142725644
0.463500000,1.142725644
0.464000000,1.142725644
0.464500000,1.142725644
0.465000000,1.142725644
0.465500000,1.142725644
0.466000000,1.142725644
0.466500000,1.142725644
0.467000000,1.142725644
0.467500000,1.142725644
0.468000000,1.142725644
0.468500000,1.142725644
0.469000000,1.142725644
0.469500000,1.142725644
0.470000000,1.142725644
0.470500000,1.142725644
0.471000000,1.142725644
0.471500000,1.142725644
0.472000000,1.142725644
0.472500000,1.142725644
0.473000000,1.142725644
0.473500000,1.142725644
0.474000000,1.142725644
0.474500000,1.142725644
0.475000000,1.142725644
0.475500000,1.142725644
0.476000000,1.142725644
0.476500000,1.142725644
0.477000000,1.142725644
0.477500000,1.142725644
0.478000000,1.142725644
0.478500000,1.142725644
0.479000000,1.142725644
0.479500000,1.142725644
0.480000000,1.142725644
0.480500000,1.142725644
0.481000000,1.142725644
0.481500000,1.142725644
0.482000000,1.142725644
0.482500000,1.142725644
0.483000000,1.142725644
0.483500000,1.142725644
0.484000000,1.142725644
0.484500000,1.142725644
0.485000000,1.142725644
0.485500000,1.142725644
0.486000000,1.142725644
0.486500000,1.142725644
0.487000000,1.142725644
0.487500000,1.142725644
0.488000000,1.142725644
0.488500000,1.142725644
0.489000000,1.142725644
0.489500000,1.142725644
0.490000000,1.142725644
0.490500000,1.142725644
0.491000000,1.142725644
0.491500000,1.142725644
0.492000000,1.142725644
0.492500000,1.142725644
0.493000000,1.142725644
0.493500000,1.142725644
0.494000000,1.142725644
0.494500000,1.142725644
0.495000000,1.142725644
0.495500000,1.142725644
0.496000000,1.142725644
0.496500000,1.142725644
0.497000000,1.142725644
0.497500000,1.142725644
0.498000000,1.142725644
0.498500000,1.142725644
0.499000000,1.142725644
0.499500000,1.142725644
0.500000000,1.142725644
0.500500000,1.142725644
0.501000000,1.142725644
